,IND_Communication_Services,IND_Consumer_Discretionary,IND_Consumer_Staples,IND_Energy,IND_Financials,IND_Health_Care,IND_Industrials,IND_Information_Technology,IND_Materials,IND_Real_Estate,IND_Utilities,Momentum,Volatility,Liquidity,Beta
2023-04-04,0.000676340996126867,-0.006057520769732225,-0.00984675533851424,-0.02007400735415381,-0.011215078961221318,-0.0038458344131267756,-0.024369122769339165,-0.008186044421438405,-0.016866768796339915,-0.004417547538130034,-0.0002516810555521523,-0.004624272868392116,0.0025970703162383557,0.0008776598812902489,-0.0071690800744531975
2023-04-05,-0.001366082323178616,-0.010536904715214457,-0.007936067981559502,0.014440994236039008,-0.0002224039865369802,0.007114615766198938,-0.014967030747592624,-0.008635346706796831,-0.004641295254026137,-0.00738230339448196,0.0193539254961671,-0.0005407107656984529,-0.002242052132707631,0.0006772194991015832,-0.00788007167017041
2023-04-06,0.0033357999380606135,-0.004167563694645365,0.0005239563612412716,-0.01486936427584898,0.004708830549999131,0.0010619597831500475,8.207790432547135e-06,-0.00656794293451868,-0.0018803592093191068,0.006934949995071105,0.007700624666501045,-0.001991142334780708,0.0024635772915144257,0.0019084212607915292,-0.0017535589710935319
2023-04-10,0.005797645538143989,0.005252131172931934,0.006755252537493899,0.00878392498419843,0.004772530869088312,0.0013323489011876574,0.01156122680046923,0.011669695215315483,0.004699468224667251,0.007597878781025972,0.003330159005241675,0.0025161327217097574,0.006078309568002908,-0.001720401928150496,-0.00035190742203326683
2023-04-11,0.0011093112490913753,0.007059465021416374,0.008385674964847394,0.014290474141169662,0.009841154101514147,0.007289636042028423,0.007168081521539735,-0.0026136285245887806,0.009440584869116836,0.004393143690219122,0.002885292179416938,-0.0019587096529879687,-0.0003873524408271168,-0.0020967250538057453,0.0027151605484497902
2023-04-12,-0.00959028503887681,-0.011486165236238365,-0.010450569674045139,-0.004213843768064822,-0.003874258903304756,-0.0032509981874577648,0.0012030078926614344,-0.0028938102497992574,-0.0010352824101590875,-0.006550619344060009,-0.006070315874072962,0.0023577855990133977,-0.001456789124950514,-0.0003767690511423762,-0.0027081924725983132
2023-04-13,0.015556916507222261,0.011238153527094213,0.006972885498924746,0.006830543340245289,0.007128814196476808,0.015812903452750424,0.0045712178167879565,0.008745741042175086,0.008790353604267163,-0.002379937223981107,0.0024365084993753015,-0.0008590360640945246,-0.0013076946771075017,0.00024939277083054276,0.004089430929598083
2023-04-14,-0.00511209282237659,0.000774133936764578,-0.0038554886537144045,0.0029722126486860312,-0.00046080175554346573,-0.005064128749230423,-0.0020228927944894214,-0.0068615688276261865,-0.00637709488408068,-0.011017778314350798,-0.009924369819332202,0.0021278604713470084,-0.003847610753220022,0.0015789868254732515,0.0047900125320671574
2023-04-17,0.00028308288198683967,0.00807279940475423,0.006765416033602095,-0.011506831083415594,0.010318471176173096,0.0006573517173785839,0.008155188237496145,0.004629641269107948,0.007633500778064715,0.020161102205392516,0.00295349021389989,-0.002175922816976669,-0.0014109170430344797,-0.0004620538189432199,-0.0006865968591711335
2023-04-18,-0.0007807598039305416,0.007854838903684793,0.004554688230339329,-0.0003004410705615351,0.0037104196018264367,-0.0027302241404329303,0.0021527100735647202,-0.0006043139846575505,0.0020774171047849626,-0.0001283654470491236,-0.00442693296788397,0.0033562230991296955,-0.0013700060903059797,-0.0002133366252582985,0.0034703421168660454
2023-04-19,-0.00567966877679599,-0.001227771161065779,0.00046630641350860484,0.0002970296409256942,0.0035878053034282984,0.005879774212715883,-0.001162510689463015,-0.01579289052013098,-0.0035791476406813443,0.003397790203758703,0.008733994214431526,-0.002471648085968781,-0.005072495246566921,0.00029421817690066806,0.003993901172814579
2023-04-20,-0.006903638380471166,-0.0031934622895297155,-0.0018964110238717036,-0.010280059019225954,-0.008169975405777038,-0.007124237621418986,-0.0015207146498006914,-0.007454656002212589,-0.00248034793281809,-0.010050592414299966,-0.005101861389650299,0.0049189758131719784,-0.004216545521211491,-0.0015163259549805378,0.001370681704043443
2023-04-21,0.006127058833102772,0.005058473231731084,0.0029058765398370656,-0.006454686949047085,-0.008711524407785576,0.009274428911956633,-0.0022338748897982874,-0.0012467238089199873,-0.010143910249796767,0.0013283699606920023,0.0020260785253893385,-0.0013208910679875607,-0.0014463074685853914,-0.0007259335656905824,0.0007608924025182244
2023-04-24,-0.002093517245602088,0.0046727456471559025,0.002629811447906541,0.017550182098180912,-0.00408520175953089,0.0065538996676003745,0.001775785330405009,-0.004406200729126323,0.007853757340354487,-0.004940018429271958,0.004873465645629473,-0.0010305587817901248,-0.0036958089872067587,-0.00032749632360982116,0.002124643584274035
2023-04-25,-0.012783063256213699,-0.015775725245517794,-0.013122869878291525,-0.02778230080079697,-0.01873482886938875,-0.023504862223994148,-0.014224767172090907,-0.020699523492726926,-0.02716327970025995,-0.00897800445009282,-0.00798415506097832,0.0016008492820707345,0.0021539749766429075,0.0006811483633908077,-0.011204409727882829
2023-04-26,-0.011040086795164961,-0.006715293810721397,-0.002284830719435773,-0.01543815426067613,-0.008656552406859388,-0.006363018210954229,-0.017165730941958245,0.0010675839252564658,-0.013331232429258646,-0.005263040103137602,-0.018445733442528055,0.0004256820853664868,-0.00048540493864351094,-6.159731553495851e-05,0.0032621828495325443
2023-04-27,0.03737656353347518,0.017820425219345713,0.012735511478547974,0.006647656732771586,0.01626004039261597,0.0036678601496687438,0.025832302758160713,0.014116089787248064,0.01330261112338717,0.024284417710974993,0.010293837875957767,-0.0006923431624520383,-0.0007559062371679601,-0.0007389483198043921,0.0006995986348016475
2023-04-28,0.010079594571976302,0.011281137976533205,0.008393399591470375,0.021144612710210935,0.011968840915319889,0.013414834763968876,0.00895895130859918,0.006163595152993973,0.010227128396066843,0.011755057085646958,-0.0006715617027888498,-0.0006679625247327916,-0.005316053442889286,-0.00035912387657075927,0.006954261273632575
2023-05-01,-0.00023031210434539025,0.0025943587587464395,0.002097680853877142,-0.005704268932282919,-0.007828074296307391,0.002687953258956974,0.0037669469482117025,0.003156996835862846,-0.00016220602255995176,-0.005406883319087995,-0.0016397109131661284,0.002308179430165896,-0.00012741624654300052,-0.0010888456593786458,-0.0007936644148539951
2023-05-02,-0.017240308626695823,-0.002272366342204508,-0.0011549479872974072,-0.04807393461778029,-0.027756650665287767,-0.008428863291291536,-0.006277901861069463,-0.016854679437173063,-0.00843602859876407,-0.015584588290029672,-0.011301450783005597,0.002956081380847514,0.0023762736453265786,0.0006381286549378178,-0.0004611112472703279
2023-05-03,-0.0029739482424744083,-0.009137287148533822,-0.007032364636645076,-0.023325707150060316,-0.009421747686513745,-0.001882580752949182,0.0017757912830052753,-0.00176762503345391,-0.01237457593748907,-0.004130047227583056,-0.0028243847197381247,0.0021978284916031703,0.0059352581198153665,-0.003406363914493829,-0.0031987514225298146
2023-05-04,-0.030662918930473192,-0.008819442152189529,-0.0076296627810715865,-0.01698891428962632,-0.014858362595357675,-0.009798096695577652,-0.010918617379256508,-0.0036777979671044083,-0.0031538939743640296,0.008150652662316304,0.006023559111657668,-0.00018650652861044637,0.0030607176241440556,0.0009947644659762012,-0.0038878029911346545
2023-05-05,0.017070036904909085,0.017254459304318757,0.013740243911733627,0.025066096688257822,0.029322257223248088,0.01202429195385206,0.020782544790506327,0.01110539926862085,0.015314388287419283,0.015291177758398162,0.011835301872645419,-0.004391050826927637,0.009951273268852326,0.0010636712983701823,-0.003348748241912518
2023-05-08,0.005539896437304902,0.005616768602145518,-0.0062942222625959245,-0.009665394714003853,0.0008303082872893099,-0.0033124002942765806,-0.0003333867295969766,0.0024857613703566607,-0.004072480594758589,-0.004098924510474998,-0.002142268555121933,-0.0007269475807515736,0.012637594232193577,0.001093051648442447,-0.006812016182373841
2023-05-09,-0.013228473913187981,-0.0012066671716400553,-0.006108467362152568,-0.0067075741321813934,-0.000534293311582004,-0.008853230174180514,0.002949480972861358,-0.004314961414902865,-0.008482975688872582,-0.001306213338147192,0.0014929849902891458,0.0009157487616872307,0.009981511041476883,0.0006190756124590928,-0.0077904914017344
2023-05-10,-0.00246541728654225,-0.004876481831666345,-0.003537548795988012,-0.01218676367743583,-0.005302721161715302,0.0020347778030997362,-0.002313154012219537,0.009721410371666432,-0.0019091393740094402,0.007019572639144333,0.011065675651525102,-0.0007353384385830031,0.004366538456768977,0.0006552703282434551,-0.002581113407510472
2023-05-11,-0.000892660705975436,-0.004443277910586576,0.0019553251302250317,-0.010417455225433914,-0.004401438289772062,-0.0029834431797080264,-0.0052201055707950484,-0.003895731278665544,-0.008277572405618631,-0.009360054951869281,-0.012773575473517054,0.0011513607761185094,-0.002449487795663227,-0.0005878494974526752,0.001694537730953847
2023-05-12,0.006695919713549158,-0.005362719892223565,3.6435726054947385e-05,0.006236069124160799,-0.004824751614141515,-0.003025477241040306,-0.003975876866396929,0.0058148187870161626,-0.0016245327728701298,0.0014936778060536914,0.0006020372086456324,0.005101231426500201,-0.004337395783291108,-0.001149481185315189,-0.0001597472642461463
2023-05-15,0.007349783904053978,0.004178477980821322,0.0032769473623627575,0.004722044320867687,0.008485599213742763,0.00513641447311265,0.006337252905735008,0.015723235371545838,0.009137621733651808,-0.0006695336250335293,-0.007804839366547468,-0.00333559943423707,0.004218965017348546,-0.0019057170970129408,0.002399678358055674
2023-05-16,-0.008592974343669329,-0.013919867740467615,-0.01161135404333992,-0.027062039370977547,-0.015075154240769875,-0.011125118263904667,-0.015114379702906603,-0.00668746889595074,-0.01756923951537544,-0.02247943186792257,-0.0220461810914872,0.0030630726213899573,-0.002822770913131876,0.0021690504911092063,0.0010131707542949174
2023-05-17,0.007434250894133225,0.014496013163567602,0.009532053998525544,0.019270061801667477,0.019928895774672942,0.004389326371281337,0.018163873208175207,0.015466398752952304,0.007230940097223906,0.012364420432786263,0.0035334248709859434,-0.003943398095341507,0.0019929605106475735,0.0017768079224942356,0.005299689422303165
2023-05-18,0.01639892897416769,0.009867256662387225,0.0010611558169954223,0.011564213116002467,0.008447304842327858,0.0030133911866670905,0.008490285808566317,0.020143133678956086,0.004785477768780699,-0.002193659590157619,0.00016615243956678746,0.0015985635402706113,0.0007929420759415789,-5.556065455119573e-05,0.004696314708151366
2023-05-19,-0.0079198710430529,-0.01272456592386509,-0.002759760247078535,0.0064825586998138495,-0.0048732756732979155,3.238274370495308e-05,-0.006154890670685423,-2.5939070023633044e-05,0.0011189092765637896,-0.0036737426230932214,-0.00379366087601256,0.0007945944877921355,-0.004620340181028062,0.001022232212366841,-0.0006719776765039224
2023-05-22,0.0016547335547993786,-0.009516523378126307,-0.004181915271319299,0.003150749051479552,0.007366997674484681,0.0054938136527524365,0.003469870519136468,0.0048015790499870625,-0.003508656894595232,0.004591004984362254,0.0048066277992257185,-0.003523439834540715,0.0032560192730542196,-0.0009756324742921679,0.0023279242875561897
2023-05-23,-0.01393996007830491,-0.015433440269121102,-0.009579255484156524,0.0017027696365607733,-0.008477344326090649,-0.01633830207502841,-0.010070434591562127,-0.012922139079485565,-0.009357484902854481,-0.013015621046300021,-0.004220338190888583,-0.005415438805772724,0.0024887805721328254,0.0013565319411366738,-0.004807750965889444
2023-05-24,-0.006568217649523611,-0.006883843492954565,-0.009168476817850203,-0.0002102474600903867,-0.013421664923653756,-0.012326986760298126,-0.01296102562396093,-0.009699753756711617,-0.014655418673148601,-0.01791481805753804,-0.008790631855636643,0.0028607712487161447,0.00432672161582897,0.000808831061360439,-0.005865069641371714
2023-05-25,-0.012379573413144915,-0.003614020286279164,0.0012172354622115816,-0.021276316274606338,-0.0004909061574367529,-0.008326746021657214,0.0033274921006446103,0.023824248685698265,-0.006286443059929958,0.006651713886851465,-0.007595075820984174,0.009084598835409966,-0.0006546953792902577,0.0016843795757867654,0.008362216182995819
2023-05-26,0.015609565369759106,0.0019699863168179815,0.010409049898659435,-0.002045739267998346,0.005572022508391132,0.0031220382720745753,0.008844026682392323,0.0282051243679562,0.0021254931865660343,0.01071607739685299,0.004471932103798041,-0.0004409761011902023,-0.00026775925166321437,0.0009902502180465145,0.0073178962538793125
2023-05-30,0.001424577940740197,-0.002440609508551456,-0.00937147265001098,-0.018674316342980897,0.005627020967926571,-0.007553645470166255,0.0008007000016971518,0.0035076160264652756,-0.00848440972061269,0.00684713504319535,0.00031522523620172244,-0.000568518563036192,0.010358444320067639,0.00014924503060343247,-0.0048959800008231795
2023-05-31,-0.0054626629452776175,-0.011801934062771635,-0.004444042281529929,-0.017705462696657497,-0.015273283040340825,0.0034499696690485837,-0.0168516948146397,-0.011270583429451189,-0.012883260161986378,0.007150776866460127,0.008132512496027207,-0.00026707942962280736,9.623578920490983e-05,0.002554738194177882,-0.0029535530933945146
2023-06-01,0.005820782728796909,0.0083365406210715,0.0019605292128203698,0.011994957029739944,0.010667419414446834,0.01462534425185837,0.012781082063968495,0.005158126556569745,0.008634652506647843,0.0017215739180757499,-0.0025686364693609355,-0.0014281853017169962,0.0060508408948015315,-0.00030054833330936414,0.001557128533653701
2023-06-02,0.00716408441395043,0.029960726352233208,0.019168303385381242,0.03984065081552119,0.023424227179191976,0.015295590485167059,0.029717041293871354,0.007637976947323045,0.03514639828624161,0.02027976969828696,0.010367681439022326,-0.0023696386057742657,-0.005311224862363795,-0.0030698218867634608,0.005726253860451332
2023-06-05,0.0009202243163145747,-0.0019590199458517418,-0.007647183443864506,-0.008409331028958597,-0.0053774158513528675,0.0015491538303324878,-0.006785040243331792,-0.010846301148898847,-0.0011837451227440022,-0.002818623138943393,0.004513264296831402,0.0016479376650950126,-0.0007529517096973797,0.0016761656024908264,-0.0011101555416079389
2023-06-06,0.008639680851129927,0.013011348740046183,0.002849233691043439,0.015604616332716393,0.01052528310798092,-0.0010880067331192863,0.00710362886393651,-0.000588971589881625,0.00977758466404553,0.0071949381896411636,0.002564554927449581,-0.0008504151703771179,-0.0066723761468365315,-0.0013168538587410086,0.009388126332109099
2023-06-07,0.0080543568845964,0.004802502856674486,-0.0031883732967179514,0.030640843267361287,0.005643138872758096,-0.0006942768505502504,0.015963360323482827,-0.0048905981292912855,0.01199115079807059,0.01203888248257631,0.01697499749867475,-0.005057976791413126,-0.0031094428045125443,-0.004167055946728685,0.00244559631490963
2023-06-08,-0.0015634606834521324,0.00325014273427484,0.003990688404981363,-0.02055463656613306,0.002243026117291586,-0.0011801213110455234,0.006721883928806318,0.005425245587302371,-0.004872263615907741,0.003404303180307047,0.00661578613425214,0.00033255063566576425,0.023655326063052644,0.0025501402827828195,-0.014871587529657075
2023-06-09,-3.0487722509658667e-05,-0.0003876307043042416,-0.003533482868469861,-0.002352586442261027,0.00013045180935428958,-0.0002967701020355758,-0.005716644481649295,0.001226839247368483,-0.006367939885635792,-0.000644689438940375,-0.00648483711877009,0.003013356931474761,-0.009326134658344809,0.001483448952483952,0.0048689530511984705
2023-06-12,0.008211238109894855,0.0166134872349369,0.006033057736120639,-0.011791610074169368,-0.007025356837450167,0.010965882332633554,0.00794032197940767,0.01991164544618236,0.00474002087550436,0.0009965967906689103,0.0028119449712041885,-0.0004908513324492059,0.0021646683601314097,0.0009576018897021575,0.002437940244308378
